596	41	426	98.657
522	32	286	98.454
1135	37	510	97.738
598	11	551	97.65
389	30	317	97.461
605	13	301	97.207
484	20	237	97.179
214	5	199	96.901
417	20	227	96.538
445	9	247	95.969
351	17	168	94.228
134	4	119	93.939
525	2	203	93.225
32	0	25	92.935
251	6	127	92.223
136	1	102	92.154
63	2	53	91.902
134	6	122	91.728
193	9	130	91.42
150	0	105	91.341
